Brand,Model,Engine,Segment,Year,Mileage,Province,Price,Color
Nissan,Almera,1.2,Eco Car,2012,"230,650",กรุงเทพมหานคร,"198,000",Brown
Toyota,Vios,1.5,B-Segment,2012,"226,697",ร้อยเอ็ด,"198,000",Brown
Nissan,Almera,1.2,Eco Car,2012,"230,650",กรุงเทพมหานคร,"198,000",Brown
Toyota,Vios,1.5,B-Segment,2012,"226,697",ยโสธร,"198,000",Brown
Toyota,Vios,1.5,B-Segment,2012,"226,697",ยโสธร,"198,000",Brown
Nissan,Almera,1.2,Eco Car,2012,"118,853",เชียงใหม่,"198,168",White
Nissan,Almera,1.2,Eco Car,2012,"118,853",กรุงเทพมหานคร,"199,000",White
Nissan,Almera,1.2,Eco Car,2012,"132,487",ปทุมธานี,"199,000",White
Mitsubishi,Mirage,1.2,Eco Car,2012,"120,000",นนทบุรี,"199,000",White
Mitsubishi,Mirage,1.2,Eco Car,2012,"120,000",นนทบุรี,"199,000",White
Nissan,March,1.2,Eco Car,2012,"125,255",กรุงเทพมหานคร,"199,000",Gray
Mazda,Mazda2,1.5,B-Segment,2012,"130,000",นนทบุรี,"199,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"124,032",กรุงเทพมหานคร,"199,000",Gray
Nissan,Almera,1.2,Eco Car,2012,"110,000",กรุงเทพมหานคร,"199,000",Silver
Nissan,Almera,1.2,Eco Car,2012,"118,853",กรุงเทพมหานคร,"199,000",Silver
Mitsubishi,Mirage,1.2,Eco Car,2012,"100,000",กรุงเทพมหานคร,"199,000",Silver
Nissan,March,1.2,Eco Car,2012,"131,403",กรุงเทพมหานคร,"199,000",Green
Nissan,March,1.2,Eco Car,2012,"131,403",กรุงเทพมหานคร,"199,000",Green
Honda,Brio,1.2,Eco Car,2012,"154,712",นครพนม,"200,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"166,888",สมุทรปราการ,"200,000",Gray
Mitsubishi,Mirage,1.2,Eco Car,2012,"153,935",กรุงเทพมหานคร,"200,000",Yellow
Nissan,Almera,1.2,Eco Car,2012,"108,600",กรุงเทพมหานคร,"205,000",Gold
Mitsubishi,Mirage,1.2,Eco Car,2012,"120,000",นนทบุรี,"205,000",Blue
Nissan,Almera,1.2,Eco Car,2012,"190,000",กรุงเทพมหานคร,"206,000",White
Nissan,Tiida,1.6,C-Segment,2012,"110,000",กรุงเทพมหานคร,"208,000",White
Nissan,March,1.2,Eco Car,2012,"100,000",กรุงเทพมหานคร,"208,000",White
Nissan,March,1.2,Eco Car,2012,"150,000",กรุงเทพมหานคร,"208,000",Black
Toyota,Altis,1.6,C-Segment,2012,"350,000",นครปฐม,"209,000",White
Nissan,March,1.2,Eco Car,2012,"125,140",กรุงเทพมหานคร,"209,000",White
Nissan,Almera,1.2,Eco Car,2012,"190,000",กรุงเทพมหานคร,"209,000",White
Nissan,March,1.2,Eco Car,2012,"90,000",ระยอง,"209,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"85,879",สมุทรสาคร,"209,000",Gray
Nissan,March,1.2,Eco Car,2012,"70,000",กรุงเทพมหานคร,"209,000",Gray
Mitsubishi,Mirage,1.2,Eco Car,2012,"150,000",กรุงเทพมหานคร,"209,000",Silver
Nissan,Almera,1.2,Eco Car,2012,"184,000",กรุงเทพมหานคร,"209,000",Brown
Nissan,Almera,1.2,Eco Car,2012,"179,000",ชลบุรี,"209,000",Blue
Mitsubishi,Mirage,1.2,Eco Car,2012,"225,000",กรุงเทพมหานคร,"209,000",Cyan
Mitsubishi,Mirage,1.2,Eco Car,2012,"110,000",ปทุมธานี,"209,900",Cyan
Nissan,March,1.2,Eco Car,2012,"90,000",สงขลา,"210,000",Black
Nissan,Almera,1.2,Eco Car,2012,"118,853",ชลบุรี,"210,000",Gray
Mitsubishi,Mirage,1.2,Eco Car,2012,"110,000",กรุงเทพมหานคร,"215,000",White
Nissan,Almera,1.2,Eco Car,2012,"68,000",นครปฐม,"215,000",Brown
Honda,Brio,1.2,Eco Car,2012,"179,733",สุพรรณบุรี,"215,000",Green
Honda,Brio,1.2,Eco Car,2012,"179,733",สุพรรณบุรี,"215,000",Green
Mitsubishi,Mirage,1.2,Eco Car,2012,"163,000",สุพรรณบุรี,"217,000",Red
Nissan,Almera,1.2,Eco Car,2012,"215,121",กรุงเทพมหานคร,"218,000",White
Nissan,Almera,1.2,Eco Car,2012,"215,121",กรุงเทพมหานคร,"218,000",White
Nissan,Almera,1.2,Eco Car,2012,"215,215",กรุงเทพมหานคร,"218,000",White
Nissan,Almera,1.2,Eco Car,2012,"161,307",กรุงเทพมหานคร,"218,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"121,000",กรุงเทพมหานคร,"218,000",Black
Mazda,Mazda2,1.5,B-Segment,2012,"158,805",ลำปาง,"218,000",Black
Mitsubishi,Mirage,1.2,Eco Car,2012,"120,000",กรุงเทพมหานคร,"218,000",Yellow
Mitsubishi,Mirage,1.2,Eco Car,2012,"120,000",กรุงเทพมหานคร,"218,000",Yellow
Nissan,March,1.2,Eco Car,2012,"92,000",กรุงเทพมหานคร,"219,000",White
Nissan,March,1.2,Eco Car,2012,"118,853",กรุงเทพมหานคร,"219,000",White
Nissan,Almera,1.2,Eco Car,2012,"118,853",กรุงเทพมหานคร,"219,000",White
Nissan,March,1.2,Eco Car,2012,"164,700",เชียงใหม่,"219,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"158,038",ชัยนาท,"219,000",White
Toyota,Altis,1.6,C-Segment,2012,"180,000",กรุงเทพมหานคร,"219,000",Black
Nissan,March,1.2,Eco Car,2012,"115,098",ชลบุรี,"219,000",Black
Mitsubishi,Mirage,1.2,Eco Car,2012,"143,943",ชัยนาท,"219,000",Black
Nissan,March,1.2,Eco Car,2012,"115,095",ชลบุรี,"219,000",Black
Nissan,March,1.2,Eco Car,2012,"115,098",ชลบุรี,"219,000",Black
Mitsubishi,Mirage,1.2,Eco Car,2012,"179,385",ชัยนาท,"219,000",Gray
Nissan,Almera,1.2,Eco Car,2012,"118,853",เชียงใหม่,"219,000",Silver
Mazda,Mazda2,1.5,B-Segment,2012,"77,000",กรุงเทพมหานคร,"219,000",Red
Mitsubishi,Mirage,1.2,Eco Car,2012,"140,000",กรุงเทพมหานคร,"219,000",Cyan
Nissan,March,1.2,Eco Car,2012,"49,000",กรุงเทพมหานคร,"220,000",White
Suzuki,Swift,1.2,Eco Car,2012,"184,230",ปทุมธานี,"220,000",Black
Mazda,Mazda2,1.5,B-Segment,2012,"115,776",ภูเก็ต,"220,000",Gray
Toyota,Altis,1.6,C-Segment,2012,"116,000",สมุทรปราการ,"220,000",Silver
Mitsubishi,Mirage,1.2,Eco Car,2012,"153,935",กรุงเทพมหานคร,"220,000",Yellow
Honda,Brio,1.2,Eco Car,2012,"200,000",นครศรีธรรมราช,"225,000",White
Nissan,Almera,1.2,Eco Car,2012,"126,371",เชียงราย,"225,000",White
Nissan,March,1.2,Eco Car,2012,"118,853",ลำพูน,"225,000",White
Mitsubishi,Mirage,1.2,Eco Car,2012,"133,000",สงขลา,"225,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"97,000",กรุงเทพมหานคร,"225,000",Black
Nissan,Almera,1.2,Eco Car,2012,"118,853",เชียงใหม่,"225,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"180,000",กรุงเทพมหานคร,"225,000",Silver
Nissan,Almera,1.2,Eco Car,2012,"110,000",กรุงเทพมหานคร,"225,000",Brown
Mitsubishi,Mirage,1.2,Eco Car,2012,"120,000",กรุงเทพมหานคร,"225,000",Yellow
Mitsubishi,Mirage,1.2,Eco Car,2012,"120,000",กรุงเทพมหานคร,"225,000",Yellow
Toyota,Vios,1.5,B-Segment,2012,"170,227",สมุทรปราการ,"228,000",Gray
Nissan,March,1.2,Eco Car,2012,"160,848",กรุงเทพมหานคร,"228,000",Gray
Toyota,Altis,1.6,C-Segment,2012,"286,000",กรุงเทพมหานคร,"228,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"130,000",กรุงเทพมหานคร,"229,000",White
Honda,Brio,1.2,Eco Car,2012,"120,000",ปทุมธานี,"229,000",White
Nissan,Almera,1.2,Eco Car,2012,"170,000",กรุงเทพมหานคร,"229,000",White
Nissan,Almera,1.2,Eco Car,2012,"100,000",กรุงเทพมหานคร,"229,000",White
Nissan,Almera,1.2,Eco Car,2012,"118,853",เชียงใหม่,"229,000",White
Nissan,Almera,1.2,Eco Car,2012,"170,000",กรุงเทพมหานคร,"229,000",White
Mitsubishi,Mirage,1.2,Eco Car,2012,"118,853",นครราชสีมา,"229,000",White
Nissan,March,1.2,Eco Car,2012,"131,000",กรุงเทพมหานคร,"229,000",Black
Nissan,March,1.2,Eco Car,2012,"131,000",กรุงเทพมหานคร,"229,000",Black
Toyota,Vios,1.5,B-Segment,2012,"190,000",กรุงเทพมหานคร,"229,000",Gray
Nissan,March,1.2,Eco Car,2012,"102,802",ชลบุรี,"229,000",Gray
Nissan,Sylphy,1.6,C-Segment,2012,"190,000",สุพรรณบุรี,"229,000",Gray
Toyota,Altis,1.6,C-Segment,2012,"180,000",กรุงเทพมหานคร,"229,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"190,000",กรุงเทพมหานคร,"229,000",Gray
Mazda,Mazda2,1.5,B-Segment,2012,"135,069",ชัยนาท,"229,000",Silver
Nissan,Almera,1.2,Eco Car,2012,"117,062",ชัยนาท,"229,000",Gold
Nissan,Almera,1.2,Eco Car,2012,"124,000",กรุงเทพมหานคร,"229,000",Brown
Nissan,Almera,1.2,Eco Car,2012,"146,000",นนทบุรี,"229,000",Blue
Mitsubishi,Mirage,1.2,Eco Car,2012,"90,000",กรุงเทพมหานคร,"229,000",Green
Nissan,Almera,1.2,Eco Car,2012,"162,114",ปราจีนบุรี,"230,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"156,000",กรุงเทพมหานคร,"230,000",Gray
Mazda,Mazda2,1.5,B-Segment,2012,"149,636",ปัตตานี,"230,000",Red
Toyota,Yaris,1.5,Eco Car,2012,"120,000",กรุงเทพมหานคร,"235,000",White
Toyota,Altis,1.6,C-Segment,2012,"185,500",เชียงใหม่,"235,000",White
Honda,Brio,1.2,Eco Car,2012,"110,000",กรุงเทพมหานคร,"235,000",White
Nissan,March,1.2,Eco Car,2012,"136,900",นครราชสีมา,"235,000",White
Nissan,Almera,1.2,Eco Car,2012,"118,853",กรุงเทพมหานคร,"235,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"161,399",เชียงราย,"235,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"118,853",กรุงเทพมหานคร,"238,000",White
Honda,Brio,1.2,Eco Car,2012,"60,000",สงขลา,"238,000",White
Toyota,Altis,1.6,C-Segment,2012,"180,000",กรุงเทพมหานคร,"238,000",Black
Toyota,Vios,1.5,B-Segment,2012,"150,000",กรุงเทพมหานคร,"238,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"118,853",กรุงเทพมหานคร,"238,000",Silver
Suzuki,Swift,1.2,Eco Car,2012,"152,268",กรุงเทพมหานคร,"238,000",Red
Toyota,Vios,1.5,B-Segment,2012,"140,000",นนทบุรี,"239,000",White
Nissan,March,1.2,Eco Car,2012,"118,853",กรุงเทพมหานคร,"239,000",White
Nissan,March,1.2,Eco Car,2012,"100,000",กรุงเทพมหานคร,"239,000",White
Nissan,Almera,1.2,Eco Car,2012,"97,000",เชียงใหม่,"239,000",White
Nissan,March,1.2,Eco Car,2012,"118,853",กรุงเทพมหานคร,"239,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"118,853",นนทบุรี,"239,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"118,853",นนทบุรี,"239,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"107,608",ชัยนาท,"239,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"118,853",นนทบุรี,"239,000",White
Toyota,Altis,1.6,C-Segment,2012,"124,000",สมุทรสาคร,"239,000",Black
Mazda,Mazda2,1.5,B-Segment,2012,"100,000",กรุงเทพมหานคร,"239,000",Gray
Suzuki,Swift,1.2,Eco Car,2012,"98,000",สมุทรสาคร,"239,000",Gray
Nissan,Almera,1.2,Eco Car,2012,"96,000",เชียงใหม่,"239,000",Gray
Suzuki,Swift,1.2,Eco Car,2012,"110,000",กรุงเทพมหานคร,"239,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"145,000",นนทบุรี,"239,000",Silver
Suzuki,Swift,1.2,Eco Car,2012,"120,000",กรุงเทพมหานคร,"239,000",Silver
Nissan,Teana,2.0,D-Segment,2012,"300,000",กรุงเทพมหานคร,"239,000",Brown
Nissan,Almera,1.2,Eco Car,2012,"132,000",นนทบุรี,"239,000",Brown
Mitsubishi,Mirage,1.2,Eco Car,2012,"118,000",กรุงเทพมหานคร,"239,000",Red
Mazda,Mazda2,1.5,B-Segment,2012,"200,119",กรุงเทพมหานคร,"239,000",Red
Suzuki,Swift,1.2,Eco Car,2012,"151,325",ชัยนาท,"239,000",Red
Suzuki,Swift,1.2,Eco Car,2012,"74,000",เชียงใหม่,"239,000",Orange
Nissan,Almera,1.2,Eco Car,2012,"90,000",ราชบุรี,"240,000",White
Mitsubishi,Lancer,1.8,B-Segment,2012,"295,600",กรุงเทพมหานคร,"240,000",White
Toyota,Vios,1.5,B-Segment,2012,"157,658",เชียงใหม่,"245,000",White
Toyota,Vios,1.5,B-Segment,2012,"118,853",พิษณุโลก,"245,000",White
Honda,Brio,1.2,Eco Car,2012,"163,715",พัทลุง,"245,000",White
Nissan,Almera,1.2,Eco Car,2012,"150,000",เชียงใหม่,"245,000",White
Honda,City,1.5,B-Segment,2012,"120,000",เชียงราย,"245,000",Black
Toyota,Vios,1.5,B-Segment,2012,"110,000",ปทุมธานี,"245,000",Black
Toyota,Altis,1.6,C-Segment,2012,"118,853",ฉะเชิงเทรา,"245,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"107,000",นครราชสีมา,"245,000",Silver
Toyota,Altis,1.6,C-Segment,2012,"130,000",กรุงเทพมหานคร,"245,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"149,900",เชียงใหม่,"245,000",Red
Toyota,Yaris,1.5,Eco Car,2012,"113,543",นครราชสีมา,"248,000",White
Toyota,Vios,1.5,B-Segment,2012,"150,000",เชียงใหม่,"248,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"150,302",กรุงเทพมหานคร,"248,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"150,302",กรุงเทพมหานคร,"248,000",White
Toyota,Yaris,1.5,Eco Car,2012,"69,985",กรุงเทพมหานคร,"248,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"187,862",กรุงเทพมหานคร,"248,000",Gold
Toyota,Vios,1.5,B-Segment,2012,"187,862",กรุงเทพมหานคร,"248,000",Gold
Toyota,Vios,1.5,B-Segment,2012,"170,000",กรุงเทพมหานคร,"249,000",White
Toyota,Altis,1.6,C-Segment,2012,"110,000",ปทุมธานี,"249,000",White
Toyota,Vios,1.5,B-Segment,2012,"118,853",พิษณุโลก,"249,000",White
Toyota,Vios,1.5,B-Segment,2012,"90,000",กรุงเทพมหานคร,"249,000",White
Toyota,Altis,1.6,C-Segment,2012,"155,599",เชียงใหม่,"249,000",White
Toyota,Vios,1.5,B-Segment,2012,"118,853",พิษณุโลก,"249,000",White
Toyota,Yaris,1.5,Eco Car,2012,"213,882",เชียงใหม่,"249,000",White
Nissan,March,1.2,Eco Car,2012,"152,000",นนทบุรี,"249,000",Black
Toyota,Altis,1.6,C-Segment,2012,"184,787",พระนครศรีอยุธยา,"249,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"99,947",นครสวรรค์,"249,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"140,000",กรุงเทพมหานคร,"249,000",Silver
Mazda,Mazda2,1.5,B-Segment,2012,"154,919",กรุงเทพมหานคร,"249,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"118,853",ราชบุรี,"249,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"140,000",กรุงเทพมหานคร,"249,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"140,000",กรุงเทพมหานคร,"249,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"175,693",กรุงเทพมหานคร,"249,000",Silver
Mazda,Mazda2,1.5,B-Segment,2012,"154,919",กรุงเทพมหานคร,"249,000",Silver
Toyota,Altis,1.6,C-Segment,2012,"118,853",นนทบุรี,"249,000",Silver
Suzuki,Swift,1.2,Eco Car,2012,"110,000",กรุงเทพมหานคร,"249,000",Blue
Suzuki,Swift,1.2,Eco Car,2012,"118,853",กรุงเทพมหานคร,"249,000",Blue
Suzuki,Swift,1.2,Eco Car,2012,"110,000",กรุงเทพมหานคร,"249,000",Blue
Honda,Brio,1.2,Eco Car,2012,"118,853",สุพรรณบุรี,"249,000",Cyan
Honda,Brio,1.2,Eco Car,2012,"120,000",กรุงเทพมหานคร,"249,000",Green
Honda,Brio,1.2,Eco Car,2012,"120,000",กรุงเทพมหานคร,"249,000",Green
Toyota,Vios,1.5,B-Segment,2012,"118,853",อุตรดิตถ์,"250,000",White
Toyota,Vios,1.5,B-Segment,2012,"130,000",ปทุมธานี,"250,000",Black
Toyota,Vios,1.5,B-Segment,2012,"118,853",เชียงใหม่,"250,000",Gray
Toyota,Yaris,1.5,Eco Car,2012,"195,000",กรุงเทพมหานคร,"250,000",Gray
Nissan,Almera,1.2,Eco Car,2012,"39,168",ราชบุรี,"250,000",Brown
Nissan,Almera,1.2,Eco Car,2012,"39,168",ราชบุรี,"250,000",Brown
Honda,Brio,1.2,Eco Car,2012,"172,000",กรุงเทพมหานคร,"254,000",White
Honda,Brio,1.2,Eco Car,2012,"172,000",กรุงเทพมหานคร,"254,000",White
Toyota,Vios,1.5,B-Segment,2012,"118,853",กรุงเทพมหานคร,"255,000",White
Toyota,Altis,1.6,C-Segment,2012,"120,000",สุโขทัย,"255,000",White
Toyota,Vios,1.5,B-Segment,2012,"130,000",กาญจนบุรี,"255,000",White
Toyota,Vios,1.5,B-Segment,2012,"130,000",สระบุรี,"255,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"154,442",กรุงเทพมหานคร,"255,000",White
Mazda,Mazda3,1.6,C-Segment,2012,"100,000",เชียงใหม่,"255,000",White
Toyota,Vios,1.5,B-Segment,2012,"167,581",ขอนแก่น,"255,000",Black
Mazda,Mazda3,2.0,C-Segment,2012,"146,000",ชลบุรี,"255,000",Black
Toyota,Vios,1.5,B-Segment,2012,"167,581",ขอนแก่น,"255,000",Black
Toyota,Vios,1.5,B-Segment,2012,"171,321",กรุงเทพมหานคร,"255,000",Black
Suzuki,Swift,1.2,Eco Car,2012,"84,190",กรุงเทพมหานคร,"255,000",Gray
Suzuki,Swift,1.2,Eco Car,2012,"90,000",นครราชสีมา,"255,000",White
Toyota,Vios,1.5,B-Segment,2012,"100,000",สงขลา,"255,000",Silver
Mazda,Mazda2,1.5,B-Segment,2012,"150,000",เชียงใหม่,"255,000",Blue
Honda,Brio,1.2,Eco Car,2012,"100,000",กรุงเทพมหานคร,"255,000",Green
Honda,Brio,1.2,Eco Car,2012,"108,000",กรุงเทพมหานคร,"258,000",Black
Honda,Brio,1.2,Eco Car,2012,"108,000",กรุงเทพมหานคร,"258,000",Black
Honda,Brio,1.2,Eco Car,2012,"120,000",นนทบุรี,"258,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"94,423",กรุงเทพมหานคร,"258,000",Gray
Suzuki,Swift,1.2,Eco Car,2012,"193,528",สมุทรปราการ,"258,000",White
Suzuki,Swift,1.5,Eco Car,2012,"130,000",กรุงเทพมหานคร,"258,000",White
Suzuki,Swift,1.5,Eco Car,2012,"130,000",กรุงเทพมหานคร,"258,000",White
Suzuki,Swift,1.2,Eco Car,2012,"130,000",กรุงเทพมหานคร,"258,000",White
Toyota,Vios,1.5,B-Segment,2012,"111,111",สงขลา,"259,000",White
Toyota,Altis,1.6,C-Segment,2012,"118,853",กรุงเทพมหานคร,"259,000",White
Toyota,Vios,1.5,B-Segment,2012,"129,421",ชลบุรี,"259,000",White
Toyota,Yaris,1.2,Eco Car,2012,"201,000",นนทบุรี,"259,000",White
Toyota,Vios,1.5,B-Segment,2012,"154,402",กรุงเทพมหานคร,"259,000",White
Toyota,Vios,1.5,B-Segment,2012,"118,853",เชียงใหม่,"259,000",White
Toyota,Vios,1.5,B-Segment,2012,"118,853",กรุงเทพมหานคร,"259,000",White
Honda,City,1.5,B-Segment,2012,"150,000",สมุทรปราการ,"259,000",White
Honda,Brio,1.2,Eco Car,2012,"120,000",ปทุมธานี,"259,000",Black
Mazda,Mazda2,1.5,B-Segment,2012,"99,999",กรุงเทพมหานคร,"259,000",Black
Toyota,Vios,1.5,B-Segment,2012,"114,607",ปทุมธานี,"259,000",Gray
Toyota,Altis,1.6,C-Segment,2012,"172,500",กรุงเทพมหานคร,"259,000",Gray
Mazda,Mazda3,1.6,C-Segment,2012,"118,853",กรุงเทพมหานคร,"259,000",Gray
Mazda,Mazda3,1.6,C-Segment,2012,"118,853",นนทบุรี,"259,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"156,000",ปทุมธานี,"259,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"137,524",นนทบุรี,"259,000",Gray
Suzuki,Swift,1.2,Eco Car,2012,"110,000",กระบี่,"259,000",Gray
Honda,Brio,1.2,Eco Car,2012,"150,000",กรุงเทพมหานคร,"259,000",Silver
Toyota,Altis,1.6,C-Segment,2012,"215,000",กรุงเทพมหานคร,"259,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"160,000",กรุงเทพมหานคร,"259,000",Silver
Toyota,Altis,1.6,C-Segment,2012,"150,000",ระยอง,"259,000",Silver
Toyota,Yaris,1.5,Eco Car,2012,"106,000",กรุงเทพมหานคร,"259,000",Red
Toyota,Yaris,1.5,Eco Car,2012,"109,000",กรุงเทพมหานคร,"259,000",Red
Honda,City,1.5,B-Segment,2012,"190,000",ราชบุรี,"259,000",Red
Toyota,Yaris,1.5,Eco Car,2012,"106,000",กรุงเทพมหานคร,"259,000",Red
Mitsubishi,Mirage,1.2,Eco Car,2012,"118,000",กรุงเทพมหานคร,"259,000",Red
Suzuki,Swift,1.2,Eco Car,2012,"125,000",กรุงเทพมหานคร,"259,000",Blue
Honda,City,1.5,B-Segment,2012,"118,853",อุดรธานี,"260,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"110,168",ราชบุรี,"260,000",White
Mazda,Mazda2,1.5,B-Segment,2012,"110,168",ราชบุรี,"260,000",White
Toyota,Yaris,1.5,Eco Car,2012,"118,853",สงขลา,"260,000",Black
Toyota,Altis,1.6,C-Segment,2012,"166,000",พิษณุโลก,"260,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"78,000",อุตรดิตถ์,"260,000",Silver
Toyota,Altis,1.6,C-Segment,2012,"274,407",เพชรบุรี,"260,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"118,853",กรุงเทพมหานคร,"265,000",White
Toyota,Vios,1.5,B-Segment,2012,"135,226",กรุงเทพมหานคร,"265,000",White
Toyota,Vios,1.5,B-Segment,2012,"140,000",เชียงใหม่,"265,000",White
Honda,City,1.5,B-Segment,2012,"280,000",สระบุรี,"265,000",White
Toyota,Vios,1.5,B-Segment,2012,"110,000",ลำพูน,"265,000",Black
Toyota,Vios,1.5,B-Segment,2012,"110,000",เชียงใหม่,"265,000",Black
Suzuki,Swift,1.2,Eco Car,2012,"247,000",พระนครศรีอยุธยา,"265,000",White
Toyota,Yaris,1.2,Eco Car,2012,"118,853",กรุงเทพมหานคร,"265,000",Silver
Mazda,Mazda2,1.5,B-Segment,2012,"80,000",สงขลา,"265,000",Silver
Mazda,Mazda3,1.6,C-Segment,2012,"100,000",กรุงเทพมหานคร,"265,000",Red
Toyota,Yaris,1.5,Eco Car,2012,"90,000",กรุงเทพมหานคร,"267,000",White
Toyota,Vios,1.5,B-Segment,2012,"126,723",กรุงเทพมหานคร,"268,000",White
Toyota,Altis,1.6,C-Segment,2012,"231,900",พิษณุโลก,"268,000",White
Toyota,Vios,1.5,B-Segment,2012,"126,723",กรุงเทพมหานคร,"268,000",White
Toyota,Vios,1.5,B-Segment,2012,"126,723",กรุงเทพมหานคร,"268,000",White
Toyota,Vios,1.5,B-Segment,2012,"118,853",พระนครศรีอยุธยา,"268,000",White
Toyota,Vios,1.5,B-Segment,2012,"126,723",กรุงเทพมหานคร,"268,000",White
Toyota,Altis,1.6,C-Segment,2012,"118,853",กรุงเทพมหานคร,"268,000",White
Toyota,Altis,1.6,C-Segment,2012,"200,000",พิษณุโลก,"268,000",White
Toyota,Yaris,1.5,Eco Car,2012,"118,000",กรุงเทพมหานคร,"268,000",Black
Toyota,Altis,1.6,C-Segment,2012,"135,741",กรุงเทพมหานคร,"268,000",Black
Honda,Brio,1.2,Eco Car,2012,"82,828",พังงา,"268,000",Gray
Mazda,Mazda2,1.5,B-Segment,2012,"140,000",กรุงเทพมหานคร,"268,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"109,268",กรุงเทพมหานคร,"268,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"109,000",กรุงเทพมหานคร,"268,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"109,000",กรุงเทพมหานคร,"268,000",Gray
Toyota,Altis,1.8,C-Segment,2012,"118,853",กรุงเทพมหานคร,"268,000",Silver
Toyota,Vios,1.5,B-Segment,2012,"118,853",กรุงเทพมหานคร,"268,000",Cyan
Honda,Brio,1.2,Eco Car,2012,"130,000",กรุงเทพมหานคร,"268,000",Cyan
Toyota,Vios,1.5,B-Segment,2012,"142,998",นนทบุรี,"269,000",White
Toyota,Vios,1.5,B-Segment,2012,"143,000",นนทบุรี,"269,000",White
Toyota,Vios,1.5,B-Segment,2012,"90,000",สมุทรปราการ,"269,000",White
Toyota,Vios,1.5,B-Segment,2012,"138,452",เชียงใหม่,"269,000",White
Toyota,Altis,1.6,C-Segment,2012,"320,156",สมุทรสาคร,"269,000",White
Toyota,Altis,1.6,C-Segment,2012,"320,156",กรุงเทพมหานคร,"269,000",White
Honda,Brio,1.2,Eco Car,2012,"48,000",กรุงเทพมหานคร,"269,000",White
Nissan,Almera,1.2,Eco Car,2012,"114,838",สุราษฎร์ธานี,"269,000",White
Toyota,Altis,1.6,C-Segment,2012,"118,853",กรุงเทพมหานคร,"269,000",Black
Suzuki,Swift,1.2,Eco Car,2012,"100,000",กรุงเทพมหานคร,"269,000",Black
Toyota,Vios,1.5,B-Segment,2012,"104,000",กรุงเทพมหานคร,"269,000",Black
Suzuki,Swift,1.2,Eco Car,2012,"145,183",กรุงเทพมหานคร,"269,000",Black
Toyota,Altis,1.6,C-Segment,2012,"180,000",สงขลา,"269,000",Black
Mazda,Mazda3,2.0,C-Segment,2012,"129,000",กรุงเทพมหานคร,"269,000",Black
Toyota,Yaris,1.5,Eco Car,2012,"189,000",กรุงเทพมหานคร,"269,000",Black
Toyota,Altis,1.6,C-Segment,2012,"180,000",ปทุมธานี,"269,000",Black
Mazda,Mazda2,1.5,B-Segment,2012,"130,000",ลำพูน,"269,000",Black
Toyota,Vios,1.5,B-Segment,2012,"150,000",กรุงเทพมหานคร,"269,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"190,000",เชียงใหม่,"269,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"260,000",กรุงเทพมหานคร,"269,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"118,853",กรุงเทพมหานคร,"269,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"179,158",กรุงเทพมหานคร,"269,000",Gray
Toyota,Vios,1.5,B-Segment,2012,"91,000",เชียงใหม่,"269,000",Gray
