Brand,Model,Engine,Segment,Year,Mileage,Province,Price,Color
Mazda,Mazda2,1.3,B-Segment,2022,"15,640",กรุงเทพมหานคร,"499,000",Gray
Suzuki,Celerio,1.0,Eco Car,2021,"9,545",กรุงเทพมหานคร,"315,000",White
Mitsubishi,Mirage,1.2,Eco Car,2021,"10,900",นนทบุรี,"335,000",Gray
Nissan,March,1.2,Eco Car,2021,"12,000",กรุงเทพมหานคร,"339,000",Silver
Mitsubishi,Attrage,1.2,Eco Car,2021,"25,706",กาญจนบุรี,"350,000",Gray
Mitsubishi,Attrage,1.2,Eco Car,2021,"2,998",กรุงเทพมหานคร,"375,000",Gray
Mitsubishi,Attrage,1.2,Eco Car,2021,"20,400",ปทุมธานี,"379,000",White
Mitsubishi,Attrage,1.2,Eco Car,2021,"9,545",กรุงเทพมหานคร,"387,000",Black
Suzuki,Ciaz,1.2,Eco Car,2021,"3,700",กรุงเทพมหานคร,"389,000",Gray
Suzuki,Ciaz,1.2,Eco Car,2021,"3,272",กรุงเทพมหานคร,"395,000",Gray
Suzuki,Ciaz,1.2,Eco Car,2021,"11,042",เชียงใหม่,"399,000",Black
Suzuki,Ciaz,1.2,Eco Car,2021,"9,820",นนทบุรี,"399,000",Brown
Mitsubishi,Mirage,1.2,Eco Car,2021,"11,783",นนทบุรี,"399,000",Yellow
Mitsubishi,Mirage,1.2,Eco Car,2021,"11,783",นนทบุรี,"399,000",Yellow
Toyota,Vios,1.5,B-Segment,2021,"6,976",กรุงเทพมหานคร,"400,000",Gray
Mitsubishi,Attrage,1.2,Eco Car,2021,"8,020",นครปฐม,"409,000",Red
Suzuki,Swift,1.2,Eco Car,2021,"25,000",กรุงเทพมหานคร,"419,000",Black
Suzuki,Swift,1.2,Eco Car,2021,"12,000",กรุงเทพมหานคร,"429,000",Gray
Suzuki,Swift,1.2,Eco Car,2021,"12,000",กรุงเทพมหานคร,"429,000",Gray
Toyota,Yaris,1.2,Eco Car,2021,"1,000",กรุงเทพมหานคร,"429,000",Gray
Suzuki,Swift,1.2,Eco Car,2021,"20,976",นนทบุรี,"439,000",Blue
Toyota,Yaris,1.2,Eco Car,2021,"7,625",กระบี่,"445,000",Red
Toyota,Yaris,1.2,Eco Car,2021,"7,624",กระบี่,"445,000",Red
Suzuki,Swift,1.2,Eco Car,2021,"18,600",กรุงเทพมหานคร,"449,000",Gray
Suzuki,Swift,1.2,Eco Car,2021,"5,000",นนทบุรี,"450,000",Gray
Nissan,Note,1.2,Eco Car,2021,"1,660",นครพนม,"450,000",Red
Suzuki,Swift,1.2,Eco Car,2021,"10,000",กรุงเทพมหานคร,"455,000",Red
Toyota,Yaris,1.2,Eco Car,2021,"16,000",กรุงเทพมหานคร,"459,000",Gray
Suzuki,Swift,1.2,Eco Car,2021,"6,000",สงขลา,"459,000",Gray
Suzuki,Swift,1.2,Eco Car,2021,"9,545",กรุงเทพมหานคร,"459,000",White
Mazda,Mazda2,1.3,B-Segment,2021,"14,142",กรุงเทพมหานคร,"459,000",Red
Toyota,Yaris,1.2,Eco Car,2021,"8,000",กรุงเทพมหานคร,"465,000",White
Toyota,Yaris,1.2,Eco Car,2021,"20,000",กรุงเทพมหานคร,"466,000",White
Nissan,Almera,1.0,Eco Car,2021,"7,000",กรุงเทพมหานคร,"479,000",Red
Mazda,Mazda2,1.3,B-Segment,2021,"21,000",กรุงเทพมหานคร,"485,000",Red
Toyota,Yaris,1.2,Eco Car,2021,"4,000",กรุงเทพมหานคร,"489,000",Black
Toyota,Yaris,1.2,Eco Car,2021,"6,000",ปทุมธานี,"489,000",Gray
Mazda,Mazda2,1.3,B-Segment,2021,"13,040",กรุงเทพมหานคร,"499,000",Black
Mazda,Mazda2,1.3,B-Segment,2021,"13,040",กรุงเทพมหานคร,"499,000",Black
Mazda,Mazda2,1.3,B-Segment,2021,"3,132",กรุงเทพมหานคร,"499,000",Gray
Toyota,Yaris,1.2,Eco Car,2021,"21,000",กรุงเทพมหานคร,"499,000",Gray
Toyota,Yaris,1.2,Eco Car,2021,"21,000",กรุงเทพมหานคร,"499,000",Gray
Mazda,Mazda2,1.3,B-Segment,2021,"6,918",กรุงเทพมหานคร,"499,000",Gray
Mazda,Mazda2,1.3,B-Segment,2021,"9,200",กรุงเทพมหานคร,"499,000",Gray
Mazda,Mazda2,1.3,B-Segment,2021,"18,556",ปทุมธานี,"499,000",Gray
Toyota,Yaris,1.5,Eco Car,2021,"25,000",กรุงเทพมหานคร,"499,000",Cyan
Mazda,Mazda2,1.3,B-Segment,2021,"9,200",กรุงเทพมหานคร,"499,900",Gray
Toyota,Yaris,1.2,Eco Car,2021,"2,400",ระยอง,"510,000",White
Toyota,Yaris,1.2,Eco Car,2021,"21,299",ชลบุรี,"518,000",White
Mazda,Mazda2,1.3,B-Segment,2021,"17,000",กรุงเทพมหานคร,"518,888",Brown
Mazda,Mazda2,1.3,B-Segment,2021,"17,000",กรุงเทพมหานคร,"518,888",Brown
Toyota,Yaris,1.2,Eco Car,2021,"2,000",นนทบุรี,"519,000",White
Nissan,Almera,1.0,Eco Car,2021,"11,499",กรุงเทพมหานคร,"519,000",Gray
Nissan,Almera,1.0,Eco Car,2021,"4,700",ชลบุรี,"529,000",Black
Nissan,Almera,1.0,Eco Car,2021,"20,000",นนทบุรี,"529,000",Gray
Nissan,Almera,1.0,Eco Car,2021,"10,000",กรุงเทพมหานคร,"529,000",Gray
Honda,City,1.0,B-Segment,2021,"7,117",นครปฐม,"539,000",Gray
Toyota,Yaris,1.2,Eco Car,2021,"14,539",กรุงเทพมหานคร,"549,000",White
Nissan,Almera,1.0,Eco Car,2021,"20,700",กรุงเทพมหานคร,"549,000",White
Mazda,Mazda2,1.5,B-Segment,2021,"5,000",กรุงเทพมหานคร,"559,000",Gray
Mazda,Mazda2,1.3,B-Segment,2021,"5,000",กรุงเทพมหานคร,"559,000",Gray
Honda,City,1.0,B-Segment,2021,"14,000",กรุงเทพมหานคร,"579,000",Gray
Honda,Jazz,1.5,B-Segment,2021,"21,000",กรุงเทพมหานคร,"599,000",White
Mazda,Mazda3,2.0,C-Segment,2021,"27,079",กรุงเทพมหานคร,"599,000",White
Toyota,Vios,1.5,B-Segment,2021,"21,502",กรุงเทพมหานคร,"599,000",Black
Honda,City,1.0,B-Segment,2021,"24,815",กรุงเทพมหานคร,"599,000",Black
Honda,City,1.0,B-Segment,2021,"3,018",กระบี่,"635,000",White
Honda,City,1.0,B-Segment,2021,"12,000",กรุงเทพมหานคร,"670,000",Black
Honda,Civic,1.5,C-Segment,2021,"10,000",สมุทรปราการ,"750,000",Gray
Honda,City,1.0,B-Segment,2021,"26,445",นนทบุรี,"788,222",Red
Toyota,Altis,1.8,C-Segment,2021,"41,000",นนทบุรี,"816,000",Black
Honda,Civic,1.8,C-Segment,2021,"10,000",กรุงเทพมหานคร,"818,000",Gray
Honda,Civic,1.8,C-Segment,2021,"16,000",กรุงเทพมหานคร,"899,000",White
Mazda,Mazda3,2.0,C-Segment,2021,"20,076",ชลบุรี,"929,000",Gray
Honda,Civic,1.5,C-Segment,2021,"9,545",กรุงเทพมหานคร,"960,000",Gray
Honda,Civic,1.5,C-Segment,2021,"14,643",สมุทรปราการ,"985,000",White
Honda,Civic,1.5,C-Segment,2021,"26,000",กรุงเทพมหานคร,"999,000",Gray
Honda,Civic,1.5,C-Segment,2021,"5,400",กรุงเทพมหานคร,"1,039,000",Red
Honda,Accord,1.5,D-Segment,2021,"10,000",กรุงเทพมหานคร,"1,359,000",White
Honda,Accord,2.0,D-Segment,2021,"25,000",กรุงเทพมหานคร,"1,399,000",Black
Mitsubishi,Attrage,1.2,Eco Car,2020,"48,615",นนทบุรี,"209,000",Red
Suzuki,Celerio,1.0,Eco Car,2020,"78,000",กรุงเทพมหานคร,"239,000",Red
Suzuki,Celerio,1.0,Eco Car,2020,"18,000",กรุงเทพมหานคร,"288,000",Black
Suzuki,Celerio,1.0,Eco Car,2020,"3,961",นนทบุรี,"299,000",Black
Nissan,March,1.2,Eco Car,2020,"5,489",กรุงเทพมหานคร,"309,000",Gray
Mitsubishi,Mirage,1.2,Eco Car,2020,"7,000",นนทบุรี,"314,000",Cyan
Mitsubishi,Mirage,1.2,Eco Car,2020,"9,474",จันทบุรี,"339,000",Gray
Mitsubishi,Attrage,1.2,Eco Car,2020,"35,184",กรุงเทพมหานคร,"339,000",Gray
Mitsubishi,Attrage,1.2,Eco Car,2020,"40,999",กรุงเทพมหานคร,"349,000",White
Mitsubishi,Attrage,1.2,Eco Car,2020,"40,999",กรุงเทพมหานคร,"349,000",White
Mitsubishi,Attrage,1.2,Eco Car,2020,"19,000",กรุงเทพมหานคร,"349,000",Black
Mitsubishi,Attrage,1.2,Eco Car,2020,"7,964",กรุงเทพมหานคร,"349,000",Black
Mitsubishi,Mirage,1.2,Eco Car,2020,"37,000",กรุงเทพมหานคร,"359,000",White
Mitsubishi,Mirage,1.2,Eco Car,2020,"37,000",กรุงเทพมหานคร,"359,000",White
Nissan,Almera,1.2,Eco Car,2020,"41,000",กรุงเทพมหานคร,"359,000",Black
Nissan,Almera,1.2,Eco Car,2020,"59,829",กรุงเทพมหานคร,"359,000",Gray
Mitsubishi,Attrage,1.2,Eco Car,2020,"42,000",สมุทรสาคร,"359,000",Gray
Suzuki,Ciaz,1.2,Eco Car,2020,"36,104",กรุงเทพมหานคร,"359,000",Silver
Suzuki,Swift,1.2,Eco Car,2020,"38,807",กรุงเทพมหานคร,"365,000",Red
Suzuki,Swift,1.2,Eco Car,2020,"60,000",พิษณุโลก,"368,000",Black
Nissan,Almera,1.2,Eco Car,2020,"26,000",กรุงเทพมหานคร,"369,000",Gray
Suzuki,Ciaz,1.2,Eco Car,2020,"20,534",กรุงเทพมหานคร,"369,000",White
Suzuki,Ciaz,1.2,Eco Car,2020,"43,982",อุดรธานี,"369,000",White
Suzuki,Ciaz,1.2,Eco Car,2020,"43,982",อุดรธานี,"369,000",White
Mitsubishi,Attrage,1.2,Eco Car,2020,"12,776",กรุงเทพมหานคร,"372,900",Black
Suzuki,Ciaz,1.2,Eco Car,2020,"26,140",กรุงเทพมหานคร,"378,888",Gray
Mitsubishi,Attrage,1.2,Eco Car,2020,"9,414",นครปฐม,"379,000",White
Mitsubishi,Attrage,1.2,Eco Car,2020,"9,414",นครปฐม,"379,000",White
Mitsubishi,Attrage,1.2,Eco Car,2020,"26,000",เชียงใหม่,"380,000",Gray
Suzuki,Swift,1.2,Eco Car,2020,"8,000",นนทบุรี,"384,000",Red
Mitsubishi,Attrage,1.2,Eco Car,2020,"13,000",สระบุรี,"385,000",White
Toyota,Yaris,1.2,Eco Car,2020,"20,080",สมุทรปราการ,"388,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"13,000",กรุงเทพมหานคร,"389,000",White
Toyota,Yaris,1.2,Eco Car,2020,"16,000",สมุทรสาคร,"389,000",Gray
Suzuki,Ciaz,1.2,Eco Car,2020,"31,279",นนทบุรี,"389,000",Red
Mitsubishi,Mirage,1.2,Eco Car,2020,"7,100",ระยอง,"390,000",Black
Suzuki,Swift,1.2,Eco Car,2020,"43,940",กรุงเทพมหานคร,"395,000",Red
Suzuki,Ciaz,1.2,Eco Car,2020,"26,140",กรุงเทพมหานคร,"398,888",Gray
Suzuki,Swift,1.2,Eco Car,2020,"31,391",กรุงเทพมหานคร,"399,000",Black
Suzuki,Swift,1.2,Eco Car,2020,"16,000",กรุงเทพมหานคร,"399,000",White
Suzuki,Swift,1.2,Eco Car,2020,"16,000",กรุงเทพมหานคร,"399,000",White
Suzuki,Swift,1.2,Eco Car,2020,"33,000",กรุงเทพมหานคร,"399,000",Blue
Mitsubishi,Mirage,1.2,Eco Car,2020,"60,026",อุดรธานี,"399,000",Yellow
Toyota,Yaris,1.2,Eco Car,2020,"26,000",กรุงเทพมหานคร,"409,000",White
Toyota,Yaris,1.2,Eco Car,2020,"20,000",กรุงเทพมหานคร,"419,000",White
Suzuki,Swift,1.2,Eco Car,2020,"10,000",กรุงเทพมหานคร,"419,000",Red
Suzuki,Swift,1.2,Eco Car,2020,"9,800",ชลบุรี,"424,000",Black
Toyota,Yaris,1.2,Eco Car,2020,"19,673",ชัยนาท,"429,000",White
Mazda,Mazda2,1.3,B-Segment,2020,"24,870",กรุงเทพมหานคร,"429,000",Black
Suzuki,Swift,1.2,Eco Car,2020,"21,000",กรุงเทพมหานคร,"429,000",White
Suzuki,Swift,1.2,Eco Car,2020,"21,990",กรุงเทพมหานคร,"429,000",White
Suzuki,Swift,1.2,Eco Car,2020,"21,990",กรุงเทพมหานคร,"429,000",White
Suzuki,Swift,1.2,Eco Car,2020,"21,000",กรุงเทพมหานคร,"429,000",White
Toyota,Yaris,1.2,Eco Car,2020,"19,000",ระยอง,"430,000",Black
Mazda,Mazda2,1.3,B-Segment,2020,"47,000",กรุงเทพมหานคร,"434,000",Black
Toyota,Yaris,1.2,Eco Car,2020,"41,723",เชียงใหม่,"438,168",Black
Mazda,Mazda2,1.3,B-Segment,2020,"20,569",กรุงเทพมหานคร,"439,000",Black
Mazda,Mazda2,1.3,B-Segment,2020,"16,000",กรุงเทพมหานคร,"439,000",Black
Mazda,Mazda2,1.3,B-Segment,2020,"45,000",กรุงเทพมหานคร,"439,000",Gray
Mazda,Mazda2,1.3,B-Segment,2020,"89,000",กรุงเทพมหานคร,"444,000",Gray
Mazda,Mazda2,1.3,B-Segment,2020,"16,000",กรุงเทพมหานคร,"446,000",Red
Suzuki,Ciaz,1.2,Eco Car,2020,"2,712",เชียงใหม่,"449,000",White
Mazda,Mazda2,1.3,B-Segment,2020,"20,000",สมุทรปราการ,"449,000",Red
Suzuki,Swift,1.2,Eco Car,2020,"33,665",กรุงเทพมหานคร,"449,000",Red
Toyota,Yaris,1.2,Eco Car,2020,"16,000",ระยอง,"450,000",Black
Mazda,Mazda2,1.3,B-Segment,2020,"26,140",นนทบุรี,"455,000",White
Toyota,Yaris,1.2,Eco Car,2020,"26,140",เชียงใหม่,"455,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"35,000",กรุงเทพมหานคร,"459,000",White
Mazda,Mazda2,1.3,B-Segment,2020,"33,585",ปทุมธานี,"459,000",Black
Nissan,Note,1.2,Eco Car,2020,"20,000",กรุงเทพมหานคร,"459,000",Gray
Nissan,Almera,1.0,Eco Car,2020,"95,000",กรุงเทพมหานคร,"459,000",Black
Mazda,Mazda2,1.3,B-Segment,2020,"30,000",กรุงเทพมหานคร,"469,000",Gray
Mazda,Mazda2,1.3,B-Segment,2020,"20,000",กรุงเทพมหานคร,"469,000",Gray
Mazda,Mazda2,1.3,B-Segment,2020,"30,000",กรุงเทพมหานคร,"469,000",Gray
Mazda,Mazda2,1.3,B-Segment,2020,"97,000",กรุงเทพมหานคร,"469,000",Red
Toyota,Yaris,1.2,Eco Car,2020,"15,000",เชียงใหม่,"475,000",Gray
Nissan,Almera,1.0,Eco Car,2020,"27,600",กรุงเทพมหานคร,"475,000",Red
Nissan,Almera,1.0,Eco Car,2020,"10,000",กรุงเทพมหานคร,"475,000",Red
Mazda,Mazda2,1.3,B-Segment,2020,"30,855",กรุงเทพมหานคร,"478,000",Black
Toyota,Yaris,1.2,Eco Car,2020,"67,000",กรุงเทพมหานคร,"479,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"67,000",กรุงเทพมหานคร,"479,000",Gray
Mazda,Mazda2,1.3,B-Segment,2020,"20,000",กรุงเทพมหานคร,"479,000",Gray
Mazda,Mazda2,1.3,B-Segment,2020,"20,000",กรุงเทพมหานคร,"479,000",Red
Nissan,Almera,1.0,Eco Car,2020,"18,980",กรุงเทพมหานคร,"479,000",Red
Mazda,Mazda2,1.5,B-Segment,2020,"32,924",นนทบุรี,"479,000",Red
Toyota,Vios,1.5,B-Segment,2020,"40,000",พระนครศรีอยุธยา,"480,000",Silver
Nissan,Almera,1.0,Eco Car,2020,"26,140",กรุงเทพมหานคร,"488,000",White
Toyota,Yaris,1.2,Eco Car,2020,"20,200",กรุงเทพมหานคร,"488,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"20,000",กรุงเทพมหานคร,"488,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"20,000",กรุงเทพมหานคร,"488,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"20,000",กรุงเทพมหานคร,"488,000",Silver
Mazda,Mazda2,1.3,B-Segment,2020,"20,502",กรุงเทพมหานคร,"489,000",White
Nissan,Almera,1.0,Eco Car,2020,"23,871",กรุงเทพมหานคร,"489,000",Black
Nissan,Almera,1.0,Eco Car,2020,"48,000",กรุงเทพมหานคร,"489,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"14,000",กรุงเทพมหานคร,"489,000",Gray
Honda,City,1.0,B-Segment,2020,"14,000",กรุงเทพมหานคร,"489,000",Silver
Mazda,Mazda2,1.3,B-Segment,2020,"10,000",กรุงเทพมหานคร,"489,000",Red
Nissan,Almera,1.0,Eco Car,2020,"40,000",กรุงเทพมหานคร,"489,000",Red
Nissan,Almera,1.0,Eco Car,2020,"40,003",กรุงเทพมหานคร,"489,000",Red
Toyota,Yaris,1.2,Eco Car,2020,"30,000",ราชบุรี,"498,000",Black
Honda,Jazz,1.5,B-Segment,2020,"9,000",กรุงเทพมหานคร,"498,000",Gray
Honda,Jazz,1.5,B-Segment,2020,"49,306",ปราจีนบุรี,"499,000",White
Toyota,Yaris,1.2,Eco Car,2020,"9,189",กรุงเทพมหานคร,"499,000",Black
Toyota,Yaris,1.2,Eco Car,2020,"26,140",กรุงเทพมหานคร,"499,000",Black
Toyota,Yaris,1.2,Eco Car,2020,"37,543",นนทบุรี,"499,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"40,000",กรุงเทพมหานคร,"499,000",Gray
Mazda,Mazda2,1.3,B-Segment,2020,"9,133",สงขลา,"499,000",Gray
Nissan,Almera,1.0,Eco Car,2020,"10,000",พิษณุโลก,"499,000",Red
Mazda,Mazda2,1.3,B-Segment,2020,"35,000",กรุงเทพมหานคร,"499,999",Black
Mazda,Mazda2,1.3,B-Segment,2020,"35,000",กรุงเทพมหานคร,"499,999",Black
Mazda,Mazda2,1.3,B-Segment,2020,"35,000",กรุงเทพมหานคร,"499,999",Gray
Honda,Jazz,1.5,B-Segment,2020,"26,736",กรุงเทพมหานคร,"502,333",White
Toyota,Yaris,1.2,Eco Car,2020,"11,000",ปทุมธานี,"508,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"11,000",ปทุมธานี,"508,000",Gray
Honda,City,1.0,B-Segment,2020,"30,000",กรุงเทพมหานคร,"518,000",White
Toyota,Yaris,1.2,Eco Car,2020,"17,992",ชลบุรี,"518,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"12,491",เชียงใหม่,"519,000",White
Nissan,Almera,1.0,Eco Car,2020,"26,140",เชียงใหม่,"519,000",Gray
Nissan,Almera,1.0,Eco Car,2020,"19,000",นนทบุรี,"519,000",Red
Honda,City,1.0,B-Segment,2020,"25,000",กรุงเทพมหานคร,"520,000",Black
Honda,City,1.5,B-Segment,2020,"53,000",กรุงเทพมหานคร,"524,000",Gray
Honda,City,1.5,B-Segment,2020,"53,000",กรุงเทพมหานคร,"524,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"65,000",กรุงเทพมหานคร,"528,000",Silver
Toyota,Yaris,1.2,Eco Car,2020,"26,127",กรุงเทพมหานคร,"529,000",White
Toyota,Vios,1.5,B-Segment,2020,"14,235",กรุงเทพมหานคร,"529,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"31,988",กรุงเทพมหานคร,"529,000",Red
Honda,Jazz,1.5,B-Segment,2020,"26,140",กรุงเทพมหานคร,"537,000",Black
Toyota,Yaris,1.2,Eco Car,2020,"9,100",ปทุมธานี,"538,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"2,900",กรุงเทพมหานคร,"538,000",Gray
Toyota,Yaris,1.2,Eco Car,2020,"5,000",กรุงเทพมหานคร,"538,000",Gray
Toyota,Vios,1.5,B-Segment,2020,"14,000",กรุงเทพมหานคร,"539,000",White
Toyota,Yaris,1.2,Eco Car,2020,"31,000",กรุงเทพมหานคร,"539,000",White
Honda,Jazz,1.5,B-Segment,2020,"28,339",ปทุมธานี,"539,000",White
Honda,Jazz,1.5,B-Segment,2020,"28,339",ปทุมธานี,"539,000",White
Mazda,Mazda2,1.3,B-Segment,2020,"28,000",กรุงเทพมหานคร,"539,000",Gray
Honda,Jazz,1.5,B-Segment,2020,"40,000",กรุงเทพมหานคร,"539,000",Silver
Toyota,Yaris,1.2,Eco Car,2020,"26,140",กรุงเทพมหานคร,"540,000",Gray
Honda,City,1.0,B-Segment,2020,"62,640",กรุงเทพมหานคร,"545,000",Gray
Honda,City,1.0,B-Segment,2020,"28,000",กรุงเทพมหานคร,"548,000",Gray
Honda,City,1.0,B-Segment,2020,"26,140",กรุงเทพมหานคร,"548,000",Gray
Honda,City,1.0,B-Segment,2020,"20,000",กรุงเทพมหานคร,"548,000",Gray
Honda,City,1.0,B-Segment,2020,"29,000",กรุงเทพมหานคร,"548,000",Gray
Honda,City,1.0,B-Segment,2020,"29,578",กรุงเทพมหานคร,"548,000",Gray
Honda,City,1.0,B-Segment,2020,"30,000",กรุงเทพมหานคร,"548,000",Gray
Honda,Jazz,1.5,B-Segment,2020,"40,000",นนทบุรี,"549,000",Black
Honda,City,1.0,B-Segment,2020,"30,000",กรุงเทพมหานคร,"559,000",White
Honda,Jazz,1.5,B-Segment,2020,"20,000",สมุทรปราการ,"559,000",White
Honda,City,1.0,B-Segment,2020,"30,000",กรุงเทพมหานคร,"559,000",White
Mazda,Mazda2,1.5,B-Segment,2020,"39,025",นนทบุรี,"559,000",Red
Toyota,Yaris,1.2,Eco Car,2020,"14,000",กรุงเทพมหานคร,"565,000",White
Honda,City,1.0,B-Segment,2020,"30,000",กรุงเทพมหานคร,"579,000",Red
Honda,City,1.0,B-Segment,2020,"84,000",สมุทรปราการ,"580,000",Red
Honda,Jazz,1.5,B-Segment,2020,"29,485",กรุงเทพมหานคร,"595,990",Gray
Honda,City,1.0,B-Segment,2020,"40,000",กรุงเทพมหานคร,"599,000",White
Mazda,Mazda2,1.3,B-Segment,2020,"44,000",ตรัง,"612,623",Gray
Honda,City,1.0,B-Segment,2020,"50,000",เพชรบูรณ์,"615,000",Gray
Toyota,Vios,1.5,B-Segment,2020,"21,594",กรุงเทพมหานคร,"619,000",White
Honda,City,1.0,B-Segment,2020,"30,000",กรุงเทพมหานคร,"619,000",Black
Honda,City,1.0,B-Segment,2020,"10,000",กรุงเทพมหานคร,"619,000",Gray
Honda,City,1.0,B-Segment,2020,"26,140",นครปฐม,"620,000",Gray
Honda,City,1.0,B-Segment,2020,"18,000",กรุงเทพมหานคร,"629,000",Gray
Honda,City,1.0,B-Segment,2020,"18,000",กรุงเทพมหานคร,"629,000",Gray
Honda,City,1.0,B-Segment,2020,"18,327",กรุงเทพมหานคร,"629,000",Gray
Honda,City,1.0,B-Segment,2020,"18,000",กรุงเทพมหานคร,"629,000",Gray
Honda,City,1.0,B-Segment,2020,"12,000",ชลบุรี,"640,000",Blue
Honda,Civic,1.8,C-Segment,2020,"80,000",กรุงเทพมหานคร,"689,000",Silver
Toyota,Altis,1.8,C-Segment,2020,"26,784",กรุงเทพมหานคร,"759,000",White
Toyota,Altis,1.8,C-Segment,2020,"26,140",นนทบุรี,"769,000",White
Toyota,Altis,1.8,C-Segment,2020,"26,140",นนทบุรี,"769,000",White
Toyota,Altis,1.8,C-Segment,2020,"26,140",นนทบุรี,"769,000",White
Toyota,Altis,1.8,C-Segment,2020,"26,140",นนทบุรี,"769,000",White
Honda,Civic,2.0,C-Segment,2020,"62,776",กรุงเทพมหานคร,"775,000",Silver
Honda,Civic,1.8,C-Segment,2020,"26,140",กรุงเทพมหานคร,"779,000",Gray
Honda,Civic,1.8,C-Segment,2020,"19,000",กรุงเทพมหานคร,"779,000",Gray
Honda,Civic,1.8,C-Segment,2020,"35,000",กรุงเทพมหานคร,"789,000",White
Honda,Civic,1.8,C-Segment,2020,"20,000",เชียงใหม่,"790,000",White
Toyota,Altis,1.6,C-Segment,2020,"70,000",นนทบุรี,"798,000",Yellow
Honda,Civic,1.8,C-Segment,2020,"29,000",กรุงเทพมหานคร,"799,000",White
Honda,Civic,1.8,C-Segment,2020,"21,681",กรุงเทพมหานคร,"799,000",Black
Mazda,Mazda3,2.0,C-Segment,2020,"22,862",กรุงเทพมหานคร,"829,000",White
Mazda,Mazda3,2.0,C-Segment,2020,"8,826",กรุงเทพมหานคร,"839,000",Red
Mazda,Mazda3,2.0,C-Segment,2020,"71,000",กรุงเทพมหานคร,"849,000",White
Mazda,Mazda3,2.0,C-Segment,2020,"71,000",กรุงเทพมหานคร,"849,000",White
Mazda,Mazda3,2.0,C-Segment,2020,"9,971",กรุงเทพมหานคร,"859,000",White
Mazda,Mazda3,2.0,C-Segment,2020,"9,971",กรุงเทพมหานคร,"859,000",White
Toyota,Altis,1.8,C-Segment,2020,"4,326",กรุงเทพมหานคร,"859,000",White
Honda,Civic,1.8,C-Segment,2020,"15,000",กรุงเทพมหานคร,"859,000",White
Honda,Civic,1.8,C-Segment,2020,"26,140",กรุงเทพมหานคร,"859,000",White
Honda,Civic,1.5,C-Segment,2020,"40,000",ปทุมธานี,"870,000",Blue
Honda,Civic,1.5,C-Segment,2020,"40,000",ปทุมธานี,"870,000",Blue
Mazda,Mazda3,2.0,C-Segment,2020,"33,389",กรุงเทพมหานคร,"888,000",Gray
Honda,Civic,1.5,C-Segment,2020,"24,000",กรุงเทพมหานคร,"888,000",Gray
Mazda,Mazda3,2.0,C-Segment,2020,"24,950",กรุงเทพมหานคร,"899,000",Gray
Honda,Civic,1.5,C-Segment,2020,"55,361",เชียงใหม่,"918,000",White
Honda,Civic,1.5,C-Segment,2020,"40,000",กรุงเทพมหานคร,"978,000",White
Honda,Civic,1.5,C-Segment,2020,"20,000",กรุงเทพมหานคร,"978,000",Gray
Honda,Civic,1.5,C-Segment,2020,"7,000",กรุงเทพมหานคร,"979,000",Gray
Honda,Accord,1.5,D-Segment,2020,"36,949",ปทุมธานี,"1,090,000",Silver
Honda,Accord,1.5,D-Segment,2020,"30,000",กรุงเทพมหานคร,"1,099,000",Gray
Honda,Accord,1.5,D-Segment,2020,"65,233",กรุงเทพมหานคร,"1,100,000",White
Honda,Accord,1.5,D-Segment,2020,"19,990",กรุงเทพมหานคร,"1,169,000",Gray
Honda,Accord,1.5,D-Segment,2020,"40,000",กรุงเทพมหานคร,"1,190,000",Black
Honda,Accord,1.5,D-Segment,2020,"42,000",ชลบุรี,"1,250,000",White
Honda,Accord,2.0,D-Segment,2020,"30,682",กรุงเทพมหานคร,"1,300,000",Black
Honda,Accord,2.0,D-Segment,2020,"48,000",กรุงเทพมหานคร,"1,359,000",White
Honda,Accord,2.0,D-Segment,2020,"9,000",กรุงเทพมหานคร,"1,359,000",Black
Honda,Accord,2.0,D-Segment,2020,"20,000",กรุงเทพมหานคร,"1,359,000",Silver
Honda,Accord,2.0,D-Segment,2020,"33,045",สงขลา,"1,370,000",White
Honda,Accord,2.0,D-Segment,2020,"34,579",กรุงเทพมหานคร,"1,379,000",Black
Honda,Accord,2.0,D-Segment,2020,"50,000",เชียงใหม่,"1,390,000",White
Honda,Accord,2.0,D-Segment,2020,"21,000",กรุงเทพมหานคร,"1,390,000",Silver
Nissan,Note,1.2,Eco Car,2019,"90,000",กรุงเทพมหานคร,"148,000",Black
Honda,City,1.5,B-Segment,2019,"28,000",กรุงเทพมหานคร,"149,000",White
Suzuki,Celerio,1.0,Eco Car,2019,"27,968",กรุงเทพมหานคร,"220,000",Red
